REGION,SUBREGION,COUNTRY,LOCATION,lat,lon,MONTH,YEAR,DEPTH,bleaching_severity,percentage_affected
Americas,Southern Tropical America,Panama,"Cayos Zapatilla B, Archipielago de Bocas del Toro",9.423,-82.324,6,2002,0.52m,Medium,22%
Americas,Southern Tropical America,Panama,Chiriqui Gulf ( Golfo de Chiriqui ),8,-82.33333333,,1983,20,HIGH,100%
Americas,Southern Tropical America,Panama,Chiriqui Gulf ( Golfo de Chiriqui ),8,-82.33333333,1,1983,20,HIGH,100%
Americas,Southern Tropical America,Panama,Kuna Yala: Acuakargana,9.596,-78.77921,6,2002,9.8,Low,6.78%
Americas,Southern Tropical America,Panama,Kuna Yala: Aguadargana B,9.551017,-78.94627,6,2002,4.3,Low,5.43%
Americas,Southern Tropical America,Panama,Kuna Yala: Alidup,9.488684,-78.72808,6,2002,8.4,Low,14.29%
Americas,Southern Tropical America,Panama,Kuna Yala: Aritupu,9.506467,-79.02119,6,2002,7,Low,4.17%
Americas,Southern Tropical America,Panama,Kuna Yala: Carti 5,9.4726,-78.92377,6,2002,1.9,Low,1.69%
Americas,Southern Tropical America,Panama,Kuna Yala: Carti Shoal 1,9.4922,-78.9627,6,2002,8.2,Low,9.20%
Americas,Southern Tropical America,Panama,Kuna Yala: Carti Shoal 2,9.4768,-78.9313,6,2002,7.2,Low,3.67%
Americas,Southern Tropical America,Panama,Kuna Yala: Chichime Sand Bar,9.576016,-78.87318,6,2002,6.7,Low,9.59%
Americas,Southern Tropical America,Panama,Kuna Yala: Chichirutupu,9.495216,-78.71582,6,2002,1.4,Low,7.14%
Americas,Southern Tropical America,Panama,Kuna Yala: Costa Ailidup,9.457434,-78.73132,6,2002,1.3,Low,4.11%
Americas,Southern Tropical America,Panama,Kuna Yala: East Banedup,9.575283,-78.67613,6,2002,7.7,Low,5.77%
Americas,Southern Tropical America,Panama,Kuna Yala: Kalugirtupu,9.5158,-78.69735,6,2002,2,Low,2.04%
Americas,Southern Tropical America,Panama,Kuna Yala: Limones - Central,9.54485,-78.90266,6,2002,1.1,Low,4.44%
Americas,Southern Tropical America,Panama,Kuna Yala: Miria Backreef,9.54525,-78.90638,6,2002,8.1,Low,2.08%
Americas,Southern Tropical America,Panama,Kuna Yala: Miria Forereef,9.54065,-78.9032,6,2002,5.8,Low,5.48%
Americas,Southern Tropical America,Panama,Kuna Yala: Misdup,9.564584,-78.84075,6,2002,6.6,Low,9.89%
Americas,Southern Tropical America,Panama,Kuna Yala: Narasgandup,9.482767,-78.81625,6,2002,2.4,Low,5.13%
Americas,Southern Tropical America,Panama,Kuna Yala: Niatupu,9.559533,-78.88219,6,2002,8.7,Low,1.80%
Americas,Southern Tropical America,Panama,Kuna Yala: Niatupu 2,9.56205,-78.88126,6,2002,3.1,Low,1.33%
Americas,Southern Tropical America,Panama,Kuna Yala: Niatupu 3,9.56205,-78.88126,6,2002,11.1,Low,1.64%
Americas,Southern Tropical America,Panama,Kuna Yala: Nubasitupu,9.488517,-78.87817,6,2002,8.3,Low,5.49%
Americas,Southern Tropical America,Panama,Kuna Yala: Nuindup,9.56505,-78.8452,6,2002,1.3,Low,6.10%
Americas,Southern Tropical America,Panama,Kuna Yala: Ordupdarbogoad 1,9.52455,-78.65424,6,2002,9.1,Low,1.49%
Americas,Southern Tropical America,Panama,Kuna Yala: Ordupdarbogoad 2,9.51865,-78.65572,6,2002,1.6,Low,1.69%
Americas,Southern Tropical America,Panama,Kuna Yala: Orosdup,9.5165,-78.0365,6,2002,6.1,Low,4.35%
Americas,Southern Tropical America,Panama,Kuna Yala: Parche Chichime,9.574984,-78.8705,6,2002,1.1,Low,1.85%
Americas,Southern Tropical America,Panama,Kuna Yala: Sail Rock,9.55365,-78.94437,6,2002,8.6,Low,4.26%
Americas,Southern Tropical America,Panama,Kuna Yala: Salar,9.51165,-78.79713,6,2002,6.9,Low,4.35%
Americas,Southern Tropical America,Panama,Kuna Yala: Ubicantupu,9.504283,-79.02993,6,2002,6.2,Low,3.61%
Americas,Southern Tropical America,Panama,Kuna Yala: Ulagsukun B,9.545767,-78.97785,6,2002,8.1,Low,1.54%
Americas,Southern Tropical America,Panama,Kuna Yala: Waisaladup,9.5947,-78.7723,6,2002,2.5,Low,1.49%
Americas,Southern Tropical America,Panama,Kuna Yala: Wichudub 1,9.427716,-78.59184,6,2002,12.4,Low,5.15%
Americas,Southern Tropical America,Panama,San Blas,9.55,-78.87,11,1987,1-2m,Low,5%
Americas,Southern Tropical America,Panama,San Blas ( Kuna Yala ),9.55,-78.86666667,6,1983,,HIGH,99%
Americas,Southern Tropical America,Panama,Secas Islands,7.95,-82.01666667,,1983,,HIGH,100%
Americas,Southern Tropical America,Panama,Secas Islands,7.95,-82.01666667,,1983,,HIGH,50%
Americas,Southern Tropical America,Panama,"Tobobo,  Archipielago de Bocas del Toro",9.107,-81.0822,6,2002,1-4m,Medium,50%
Americas,Southern Tropical America,Panama,"Tobobo,  Archipielago de Bocas del Toro",9.0116,-81.8207,6,2002,1-4m,Medium,50%
Americas,Southern Tropical America,Panama,Uva Island,7.816666667,-81.76666667,,1983,,HIGH,100%
Americas,Southern Tropical America,Panama,Uva Island,7.816666667,-81.76666667,,1983,20,HIGH,100%
Americas,Southern Tropical America,Venezuela,Boca de Cote Profundo (BCP),11.76637,-66.70576,10,1999,11.3,Low,4.08%
Americas,Southern Tropical America,Venezuela,Boca de Cote Somero (BCS),11.76637,-66.70576,10,1999,2.2,Low,3.95%
Americas,Southern Tropical America,Venezuela,Boca del Medio (BM),11.91063,-66.59245,10,1999,7.2,Low,6.35%
Americas,Southern Tropical America,Venezuela,Cano Grande,10.2327,-66.05,11,1987,3-4m,Low,12%
Americas,Southern Tropical America,Venezuela,Cayo Sal Sur (CSS),11.73557,-66.84763,10,1999,9.4,Low,1.02%
Americas,Southern Tropical America,Venezuela,"Cayo Sombrero (Morrocoy National Park, MNP Venezuela)",10.887,-68.221,10,2005,5 and 12 m,Low,21%
Americas,Southern Tropical America,Venezuela,Crasqui-La Venada (CRV),11.88113,-66.723,10,1999,5.7,Low,3.42%
Americas,Southern Tropical America,Venezuela,Dos Mosquises Herradura (DMH),11.80023,-66.88419,10,1999,1.8,Low,8.79%
Americas,Southern Tropical America,Venezuela,Dos Mosquises Sur (DMS),11.7929,-66.89445,10,1999,11.2,Low,6.02%
Americas,Southern Tropical America,Venezuela,Noronqui de Abajo (NOR),11.93008,-66.74382,10,1999,1.6,Low,3.70%
Americas,Southern Tropical America,Venezuela,Parque Nacional Morrocoy,10.881,-68.303,5,2002,4-12m,Medium,33%
Americas,Southern Tropical America,Venezuela,Pelona de Rabusqui (PR),11.88223,-66.68903,10,1999,6.4,Low,3%
Americas,Southern Tropical America,Venezuela,"Playuela, Morrocoy",10.81,-68.14,12,1987,0.5-1.0,Low,20%
Americas,Southern Tropical America,Venezuela,Punta Cayo Sal (PCS),11.74215,-66.85772,10,1999,13.7,Low,3.33%
Americas,Southern Tropical America,Venezuela,Punta Tucacas,10.781,-68.311,11,1987,5-6m,Low,17.60%
Americas,Southern Tropical America,Venezuela,"Punta Tucacas, Morrocoy",10.85,-68.21,12,1987,0.5-10.0,Low,25%
Americas,U.S. Caribbean,Florida (USA),Biscayne Bay: Marker 14 Reef,25.46418,-80.16843,6,2003,2.2,Low,0.90%
Americas,U.S. Caribbean,Florida (USA),Biscayne Bay: Pacific Reef,25.36977,-80.13934,7,2003,6,Low,10.26%
Americas,U.S. Caribbean,Florida (USA),Biscayne Bay: Triumph Reef,25.47222,-80.11173,7,2003,5.5,Low,4.35%
Americas,U.S. Caribbean,Florida (USA),Biscayne National Park Inshore Patch Reefs,25.497,-80.195,9,2005,,HIGH,89%
Americas,U.S. Caribbean,Florida (USA),Boynton Beach,26.547,-80.037,10,2005,,Low,3%
Americas,U.S. Caribbean,Florida (USA),Cheeca Rocks (Middle Keys Patch Reefs),24.913,-80.62,8,2005,,HIGH,74%
Americas,U.S. Caribbean,Florida (USA),Coral Gardens (Middle Keys Patch Reefs),25.041,-80.364,8,2005,,HIGH,80%
Americas,U.S. Caribbean,Florida (USA),DT001,24.64287,-82.93098,10,2004,8.6,Low,6.25%
Americas,U.S. Caribbean,Florida (USA),DT002,24.68888,-82.90556,10,2004,10,Low,3.28%
Americas,U.S. Caribbean,Florida (USA),DT003,24.63546,-82.92313,10,2004,1.2,Low,15.09%
Americas,U.S. Caribbean,Florida (USA),DT004,24.63526,-82.9223,10,2004,1.7,Low,18.67%
Americas,U.S. Caribbean,Florida (USA),DT005,24.63043,-82.94978,10,2004,12.2,Low,11.63%
Americas,U.S. Caribbean,Florida (USA),DT006,24.60913,-82.95178,10,2004,10.2,Low,7.23%
Americas,U.S. Caribbean,Florida (USA),DT007,24.72629,-82.79536,10,2004,16.3,Low,4.08%
Americas,U.S. Caribbean,Florida (USA),DT008,24.69549,-82.77133,10,2004,12.7,Low,8.93%
Americas,U.S. Caribbean,Florida (USA),DT010,24.6658,-82.87347,10,2004,6.4,Low,3.33%
Americas,U.S. Caribbean,Florida (USA),DT011,24.66808,-82.88706,10,2004,7.4,Low,3.66%
Americas,U.S. Caribbean,Florida (USA),DT013,24.63586,-82.92032,10,2004,2,Low,8.89%
Americas,U.S. Caribbean,Florida (USA),DT014,24.62063,-82.92027,10,2004,8.2,Low,6.35%
Americas,U.S. Caribbean,Florida (USA),DT015,24.61291,-82.94285,10,2004,10.7,Low,4.41%
Americas,U.S. Caribbean,Florida (USA),DT016,24.62866,-82.89705,10,2004,8.1,Low,13.43%
Americas,U.S. Caribbean,Florida (USA),Eastern Dry Rocks,24.54,-81.833,7,1987,4-8m,Low,21.80%
Americas,U.S. Caribbean,Florida (USA),Elkhorn Control,25.393,-80.168,8,1987,3m,Low,9.60%
Americas,U.S. Caribbean,Florida (USA),French Reef,25.041,-80.364,8,2005,,Low,30%
Americas,U.S. Caribbean,Florida (USA),"Gulf Stream Reef Boynton Beach, Florida",26.516,-80.033,9,2006,,Low,5.83%
Americas,U.S. Caribbean,Florida (USA),Little Grecian,25.164,-80.279,8,2005,,Low,9%
Americas,U.S. Caribbean,Florida (USA),Looe Key,24.616,-81.4,7,1987,6-9m,Low,17.60%
Americas,U.S. Caribbean,Florida (USA),Lower Florida Keys (Looe Key Reef),24.623,-81.4,9,2005,,Medium,35%
Americas,U.S. Caribbean,Florida (USA),Lower Keys: Looe Cay Patch,24.5646,-81.39308,6,2003,7.5,Low,1.89%
Americas,U.S. Caribbean,Florida (USA),Lower Keys: Maryland Shoal,24.51387,-81.55965,6,2003,8,Low,4.55%
Americas,U.S. Caribbean,Florida (USA),Lower Keys: Offshore Sand Key Patch,24.47568,-81.88741,6,2003,7.1,Low,4.69%
Americas,U.S. Caribbean,Florida (USA),Lower Keys: Sand Key SPA,24.45287,-81.87518,6,2003,3.1,Low,3.30%
Americas,U.S. Caribbean,Florida (USA),Lower Keys: West Washerwoman Patch,24.55145,-81.588,6,2003,4.3,Low,2.88%
Americas,U.S. Caribbean,Florida (USA),Lower Keys: Western Sambo ER Patch,24.49938,-81.70232,6,2003,5.6,Low,1.37%
Americas,U.S. Caribbean,Florida (USA),Middle Keys: 11 ft. mound,24.72355,-80.85995,7,2003,6,Low,1.59%
Americas,U.S. Caribbean,Florida (USA),Middle Keys: Coral Gardens,24.83753,-80.72842,7,2003,3.2,Low,1.25%
Americas,U.S. Caribbean,Florida (USA),Middle Keys: Tennessee Reef RO HB,24.76597,-80.75426,7,2003,5.7,Low,1.56%
Americas,U.S. Caribbean,Florida (USA),Molasses,25,-80.372,8,1987,7-10m,Medium,31.70%
Americas,U.S. Caribbean,Florida (USA),Molasses Reef (Upper Keys regions),25.007,-80.373,9,2005,,Low,35%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Aggregated Patches,25.03537,-80.3638,5,2003,7.3,Low,5.13%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Cheeca Spa,24.90448,-80.61658,7,2003,3.1,Low,1.15%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: French Reef SPA,25.03497,-80.34815,5,2003,7,Low,2.17%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Hens and Chickens,24.93167,-80.54833,5,2003,4.6,Low,1.47%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Little Conch Reef,24.93988,-80.47697,5,2003,8.7,Low,5.71%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Memorial Reef,25.01328,-80.4136,5,2003,3.4,Low,6.67%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: NW Davis Reef,24.9499,-80.50142,5,2003,4.4,Low,5%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Pickles Reef,24.98605,-80.41512,5,2003,3.7,Low,7.32%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Pickles Reef palmata,24.98605,-80.41512,5,2003,2.7,Low,2.38%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Sand Island,25.01898,-80.36702,5,2003,4.2,Low,2.63%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: South of Carysfort SPA,25.19917,-80.2233,5,2003,8.2,Low,8%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: Watson Patch,25.16805,-80.2575,5,2003,4.2,Low,2.17%
Americas,U.S. Caribbean,Florida (USA),Upper Keys: West Alligator Light HB,24.83552,-80.63766,7,2003,9.5,Low,3.92%
Americas,U.S. Caribbean,Florida (USA),Western Sambos,24.55,-81.667,8,1998,10.668,Medium,70%
Americas,U.S. Caribbean,Puerto Rico,Cayo Diablo,18.36035,-65.53365,9,2003,8.8,Low,0.70%
Americas,U.S. Caribbean,Puerto Rico,Cayo Largo (off Fajardo),18.309,-65.655,9,2005,,Medium,68%
Americas,U.S. Caribbean,Puerto Rico,Cayo Lobo,18.37773,-65.5725,9,2003,2.7,Low,2.70%
Americas,U.S. Caribbean,Puerto Rico,Culebra: Corchos,18.29907,-65.22849,9,2003,4.9,Low,0.52%
Americas,U.S. Caribbean,Puerto Rico,Culebra: Corchos South,18.29287,-65.236,9,2003,10.6,Low,2.02%
Americas,U.S. Caribbean,Puerto Rico,Culebra: Culebrita Reef,18.315,-65.23228,9,2003,7.8,Low,1.17%
Americas,U.S. Caribbean,Puerto Rico,Culebra: Flamenco Reef,18.33808,-65.31496,9,2003,6,Low,1.12%
Americas,U.S. Caribbean,Puerto Rico,Culebra: Punta Vapor,18.31247,-65.33545,9,2003,6.2,Low,1.72%
Americas,U.S. Caribbean,Puerto Rico,Culebra: S.E. Luis Peña,18.29638,-65.32684,9,2003,4.8,Low,2.19%
Americas,U.S. Caribbean,Puerto Rico,Isla Piñero (off Ceiba),18.256,-65.592,9,2005,,Medium,68%
Americas,U.S. Caribbean,Puerto Rico,Punta Aguila,18.35467,-65.57042,10,2003,10.1,Low,1.90%
Americas,U.S. Caribbean,Puerto Rico,South Palominito,18.3365,-65.5666,10,2003,9.5,Low,3.09%
Americas,U.S. Caribbean,United States,"East Flower Garden Banks, northwestern Gulf of Mexico",27.922,-93.611,3,2006,approx. 60’ – 85’ (18.3-25.9m),Low,5.70%
Americas,U.S. Caribbean,United States,"East Flower Garden Banks, northwestern Gulf of Mexico",27.922,-93.611,1,2006,,Low,10.30%
Americas,U.S. Caribbean,United States,East Washerwoman Shoal,24.66,-81.07,7,2009,1.5m - 3 m,HIGH,50%
Americas,U.S. Caribbean,United States,Flower Garden Banks National Marine Sanctuary,27.922,-93.611,10,2005,,Medium,38%
Americas,U.S. Caribbean,United States,"West Flower Garden Banks, northwestern Gulf of Mexico",27.883,-93.822,1,2006,,Low,4.50%
Americas,U.S. Caribbean,United States,"West Flower Garden Banks, northwestern Gulf of Mexico",27.883,-93.822,3,2006,approx. 70’-77’ (21.3-23.5m),Low,4.00%
Americas,U.S. Caribbean,Virgin Islands (U.S.),"Buck Island, St. Croix",17.79,-64.63,10,2005,,HIGH,70%
Americas,U.S. Caribbean,Virgin Islands (U.S.),"Buck Island, St. Croix",17.787,-64.628,10,2005,,Medium,53%
Americas,U.S. Caribbean,Virgin Islands (U.S.),"Cane Bay, St. Croix",17.703,-64.76,10,2005,,HIGH,75%
Americas,U.S. Caribbean,Virgin Islands (U.S.),North shore of St. Croix,17.764,-64.66,10,2005,,HIGH,90%
Americas,U.S. Caribbean,Virgin Islands (U.S.),Tektite Reef,18.308,-64.722,9,2005,,HIGH,90.20%
Asia,North and East Asia,Japan,Amami Island,28.2,129.4,8,2001,shalow and back moat reef,HIGH,100%
Asia,North and East Asia,Japan,"Bise, Okinawa Island",26.07,127.07,8,1998,2-3m above mean sea level,HIGH,100%
Asia,North and East Asia,Japan,"Cape Maeda, Okinawa",26.44,127.774,9,1998,to 10,HIGH,100%
Asia,North and East Asia,Japan,Okinawa,26.5,128,6,1986,,HIGH,88%
Asia,North and East Asia,Japan,Yaeyama Islands,24.4,124,12,2001,shallow,HIGH,100%
Asia,South Asia,Chagos Archipelago (UK),Eagle Island ( On outer reef edge at SW tip of Eagle Island),-6,71,4,2005, 2m - 10m,Medium,30%
Asia,South Asia,Chagos Archipelago (UK),Egmont Atoll,-7,71,4,2005,2m to 5m,HIGH,80%
Asia,South Asia,India,Andaman Islands,11.73333333,92.88333333,5,1998,,Medium,70%
Asia,South Asia,India,Gulf of Kutch ( Katchchh ),22.53333333,69.75,,1998,,Low,30%
Asia,South Asia,India,Gulf of Mannar,8.866666667,78.65,5,1998,,HIGH,85%
Asia,South Asia,India,"Kavaratti and Kadmat Island, Lakshadweep ( Laccadives )",10.33,72.63,6,1998,,HIGH,81.80%
Asia,South Asia,India,Lakshadweep ( Laccadives ),10.98333333,73,,1998,,HIGH,74%
Asia,South Asia,India,"Manauli Putti, Shingle and Pumarichan in Gulf of Mannar",9.023,78.22,7,1998,,HIGH,89.26%
Asia,South Asia,India,"Mandapam North, Zone-1 (Thonithruai), Palk Bay",9.288,79.1733,4,2002,,Medium,49.70%
Asia,South Asia,India,"Mandapam North, Zone-2 (Mandapam Jetty), Palk Bay",9.29,79.14,4,2002,,Medium,52.60%
Asia,South Asia,India,"Mandapam North, Zone-3 (Munaikkadu–Vedhaalai), Palk Bay",9.291,79.14,4,2002,,Medium,52.60%
Asia,South Asia,India,Nicobar Islands,8,93.5,,1998,,HIGH,80%
Asia,South Asia,India,"Pamban North, Palk Bay",9.294,79.249,4,2002,,Medium,60%
Asia,South Asia,India,"Pirotan, Meetha chusna, Ajad and Betu, Gulf of Kutch",23.564,69.079,4,1998,,Low,10.73%
Asia,South Asia,India,"Rameswaram East, Palk Bay",9.2921,79.3277,4,2002,,Medium,60.50%
Asia,South Asia,India,"Rameswaram North, Palk Bay",9.328,79.3179,4,2002,,Medium,60%
Asia,South Asia,Maldives,"Addu atoll, Hithadhoo reef, Vilingili reef",-0.69,73.183,5,2003,1-10m,Low,10%
Asia,South Asia,Maldives,Ari Atoll,4.006,72.81,4,2003,,No Bleaching,0%
Asia,South Asia,Maldives,Faavu atoll,3.203,72.919,5,2003,1-10m,Low,20%
Asia,South Asia,Maldives,Foththeyo(Vaavu atoll),3.448,73.754,5,2003,1-10m,Low,11%
Asia,South Asia,Maldives,"Huvafen Fushi House Reef, North Male",4.3676111,73.370777,5,2010,10m,Medium,30%
Asia,South Asia,Maldives,Kuda Ambaraa(Vaavu atoll),3.425,73.422,5,2003,1-10m,Medium,66%
Asia,South Asia,Maldives,Wattaru(Vaavu atoll),3.225,73.43,5,2003,1-10m,Medium,34%
Asia,Southeast Asia,Indonesia,Bunaken National Park,1.6142,124.73,12,1998,,Medium,55%
Asia,Southeast Asia,Indonesia,"Chill Out Reef Gili Air, Lombok",-8.3640666,116.0879,4,2010,3m,Low,10%
Asia,Southeast Asia,Indonesia,Gili Islands,-8.383333333,116.05,3,1998,20,HIGH,90%
Asia,Southeast Asia,Indonesia,"Lebo, Parigi Moutong",0.77,120.14,5,2010,1-5m,Medium,13%
Asia,Southeast Asia,Indonesia,"Lovina, Bali",-8.151722,115.02525,4,2009,3-13 meters,HIGH,30%
Asia,Southeast Asia,Indonesia,"Maumere Bay, Flores, Indonesia",8.351039,122.343556,12,2008,1-2 m,Low,10%
Asia,Southeast Asia,Indonesia,Seribu Islands,-5.516666667,106.4833333,3,1983,0-15,HIGH,50%
Asia,Southeast Asia,Indonesia,"Tejakula-Penuktukan, Bali",-8.117677,115.34752,5,2009,3-13m,HIGH,40%
Asia,Southeast Asia,Malaysia,Anemone Reef,4.293892,113.8262,8,2009,12m,Low,4%
Asia,Southeast Asia,Malaysia,Anemone Reef,4.2923,113.82578,8,2009,11m,Medium,11%
Asia,Southeast Asia,Malaysia,Eve's Garden,4.3431,113.89844,5,2010,6m,Low,5%
Asia,Southeast Asia,Malaysia,"Front (Eastern) Marine Park Center,Pulau Payar Marine Park",6.059,100.043,8,2002,1-8m,Low,20%
Asia,Southeast Asia,Malaysia,"Japanese Garden, Pulau Payar Marine Park,Kedah",6.054,100.04,8,2002,1-10 m,Low,25%
Asia,Southeast Asia,Malaysia,"Marine Park Center to Langkawi Coral,Pulau Payar Marine Park",6.059,100.043,8,2002,1-8m,Low,20%
Asia,Southeast Asia,Malaysia,Pulau Aur,2.478,104.514,6,1998,,No Bleaching,0%
Asia,Southeast Asia,Malaysia,"Pulau Kaca, Pulau Payar Marine Park",6.072,100.049,8,2002,10-Jan,Low,10%
Asia,Southeast Asia,Malaysia,"Pulau Lembu, Pulau Payar Marine Park",6.07,100.059,8,2002,10-Jan,Low,10%
Asia,Southeast Asia,Malaysia,Pulau Payar Marine Park,6.05,100.04,,1998,1-10m,HIGH,81%
Asia,Southeast Asia,Malaysia,Pulau Payar Marine Park- coral gardens,6.05,100.04,7,2002,5-18m,Low,5%
Asia,Southeast Asia,Malaysia,Pulau Perhentian - Pinnacle - just north of P. Kecil,5.957,102.76,7,2002,1-18m,No Bleaching,0%
Asia,Southeast Asia,Malaysia,Pulau Perhentian Besar,5.918,102.76,7,2002,1-15m,Low,1%
Asia,Southeast Asia,Malaysia,Pulau Perhentian Kecil - Long Beach,5.913,102.717,7,2002,1-9m,Low,2%
Asia,Southeast Asia,Malaysia,Pulau Redang,5.758,103.03,7,2002,10-Mar,No Bleaching,0%
Asia,Southeast Asia,Malaysia,"Pulau Segantang, Pulau Payar Marine Park System",6.043,99.93,8,2002,1-8m,Low,10%
Asia,Southeast Asia,Malaysia,Pulau Tinggi and Pulau Besar,2.282,104.112,6,1998,,Medium,30%
Asia,Southeast Asia,Malaysia,Santak Reef,4.4028667,113.745333,9,2009,22,HIGH,42%
Asia,Southeast Asia,Malaysia,Siwa Reef,4.27361,113.815,8,2009,11m,Medium,16%
Asia,Southeast Asia,Malaysia,Siwa Reef,4.2761,113.81727,8,2009,11m,Low,6%
Asia,Southeast Asia,Malaysia,Sunday Reef,4.287183333,113.8203667,8,2009,11m,Medium,21%
Asia,Southeast Asia,Malaysia,"Teluk Balas, Pulau Payar Marine Park",6.055,100.042,8,2002,15-Jan,Low,10%
Asia,Southeast Asia,Malaysia,"Teluluk Datai, Langkawi",6.44,99.69,5,2005,2-5m,Low,10%
Asia,Southeast Asia,Malaysia,Tukau Reef,4.40367,113.742,9,2009,21m,HIGH,43%
Asia,Southeast Asia,Malaysia,Western Side (Back) of Pulau Payar Marine Park,6.064,100.036,8,2002,1-15m,Low,20%
Asia,Southeast Asia,Peninsular,"Mango Beach, Pulau Tioman Marine Park",2.814,104.212,5,1998,1-3m,Low,15%
Asia,Southeast Asia,Peninsular,"Pulau Labas, Pulau Tioman Marine Park",2.894,104.072,5,1998,,Medium,35%
Asia,Southeast Asia,Peninsular,"Pulau Pinang, Pulau Redang Marine Park",5.744,103.033,5,1998,2-5m,Low,10%
Asia,Southeast Asia,Peninsular,"Pulau Tulai, Pulau Tioman Marine Park",2.921,104.11,5,1998,1.5-10m,Low,20%
Asia,Southeast Asia,Peninsular,"Telok Mat Delah, Pulau Redang",5.781,102.996,5,1998,3-10m,Low,5%
Asia,Southeast Asia,Philippines,,13.302,121.533,,1998,,HIGH,85%
Asia,Southeast Asia,Philippines,,12.312,122.196,,1998,,HIGH,85%
Asia,Southeast Asia,Philippines,,12.15,122.211,,1998,,HIGH,85%
Asia,Southeast Asia,Philippines,,12.367,122.196,,1998,,HIGH,85%
Asia,Southeast Asia,Philippines,,9.76,123.74,,1998,,HIGH,85%
Asia,Southeast Asia,Philippines,,14.824,121.885,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,14.453,122.033,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,13.788,120.675,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,10.575,119.822,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,9.8,119.389,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,5.581,124.873,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,6.625,122.468,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,9.556,123.661,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,12.35,122.773,,1998,,Medium,20%
Asia,Southeast Asia,Philippines,,5.242,120.148,,1998,,Medium,40%
Asia,Southeast Asia,Philippines,,11.842,121.902,,1998,,Medium,40%
Asia,Southeast Asia,Philippines,,10.573,124.041,,1998,,Medium,40%
Asia,Southeast Asia,Philippines,,10.307,125.378,,1998,,Medium,40%
Asia,Southeast Asia,Philippines,,6.269,124.125,,1998,,Medium,40%
Asia,Southeast Asia,Philippines,,9.558,122.586,,1998,,HIGH,60%
Asia,Southeast Asia,Philippines,Apo Island,9.08333,123.26667,,1999,,Medium,23%
Asia,Southeast Asia,Philippines,Apo Island Marine Reserve,9.08,123.2667,8,1998,,HIGH,90%
Asia,Southeast Asia,Philippines,Balicasag Island,9.51667,123.68333,,1999,,Medium,23%
Asia,Southeast Asia,Philippines,"Hilarys Reef and Convention Reef, Danjugan Island, Negros Occidental",9.87,122.37,8,1998,0-25m,HIGH,95%
Asia,Southeast Asia,Philippines,Pamilacan Island,9.43333,123.95,,1999,,Low,8%
Asia,Southeast Asia,Philippines,Polillo Islands,14.861,122.223,7,2005,1 - 3 m,HIGH,95%
Asia,Southeast Asia,Philippines,Sumilon Island,9.4,123.36667,,1999,,Medium,29%
Asia,Southeast Asia,Thailand,Phuket,8,98.33,5,1998,Reef flat and fore reef slope,Low,15%
Asia,Southeast Asia,Thailand,Phuket,8,98.33,5,1997,Reef flat and fore reef slope,Low,4%
Asia,Southeast Asia,Thailand,Phuket Island,8.095,98.302,3,2002,,Low,20%
Asia,Southeast Asia,Thailand,Similan Island,8.658,97.646,3,2002,,Low,20%
Asia,Southeast Asia,Thailand,Surin Island,9.387,97.889,3,2002,,Low,20%
Australia,Australia and Papua New Guinea,Australia,"19131, Southern Great Barrier Reef",-19.77,149.38,3,2006,5-6m,No Bleaching,0%
Australia,Australia and Papua New Guinea,Australia,"19131, Southern Great Barrier Reef",-19.77,149.38,3,2006,2-3m,No Bleaching,0%
Australia,Australia and Papua New Guinea,Australia,"19138, Southern Great Barrier Reef",-19.81,149.43,3,2006,2-6m,No Bleaching,0%
Australia,Australia and Papua New Guinea,Australia,"20140, Southern Great Barrier Reef",-20.03,149.69,3,2006,5-6m,No Bleaching,0%
Australia,Australia and Papua New Guinea,Australia,"20140, Southern Great Barrier Reef",-20.03,149.69,3,2006,2-3m,No Bleaching,0.47%
Australia,Australia and Papua New Guinea,Australia,"21529, Far Southern Great Barrier Reef",-21.87,152.19,3,2006,2-3m,Low,18%
Australia,Australia and Papua New Guinea,Australia,"21529, Far Southern Great Barrier Reef",-21.87,152.19,3,2006,5-6m,Low,24%
Australia,Australia and Papua New Guinea,Australia,"Agincourt Reef, North Great Barrier Reef",-16.04,145.87,4,2006,2-6m,No Bleaching,0%
